sektor_kodu,sektor_tanim,meslek_kodu,meslek_tanim,nace_code,nace_label,division,bucket,normalized_meslek,normalized_nace_label
K,"GIDA, TARIM",D.21,"Şarküteri ürünleri imalatı, ticareti",10.51.90,Sütten yapılan diğer ürünlerin imalatı,10,food,şarküteri ürünleri imalatı ticareti,sütten yapılan diğer ürünlerin imalatı
K,"GIDA, TARIM",D.21,"Şarküteri ürünleri imalatı, ticareti",10.62.06,Mısır yağı imalatı,10,food,şarküteri ürünleri imalatı ticareti,mısır yağı imalatı
H,"GIDA, TARIM",D.21,"Şarküteri ürünleri imalatı, ticareti",46.31.05,Zeytin (işlenmiş) toptan ticareti,46,food,şarküteri ürünleri imalatı ticareti,zeytin işlenmiş toptan ticareti
H,"GIDA, TARIM",D.21,"Şarküteri ürünleri imalatı, ticareti",46.33.01,"Süt ürünleri toptan ticareti (işlenmiş süt, süt tozu, yoğurt, peynir, kaymak, tereyağı vb.)",46,food,şarküteri ürünleri imalatı ticareti,süt ürünleri toptan ticareti işlenmiş süt süt tozu yoğurt peynir kaymak tereyağı vb
H,"GIDA, TARIM",D.21,"Şarküteri ürünleri imalatı, ticareti",46.33.02,Yumurta ve yumurta ürünleri toptan ticareti,46,food,şarküteri ürünleri imalatı ticareti,yumurta ve yumurta ürünleri toptan ticareti
H,"GIDA, TARIM",D.21,"Şarküteri ürünleri imalatı, ticareti",46.33.03,Hayvan veya bitkisel kaynaklı yenilebilir sıvı ve katı yağların toptan ticareti (tereyağı hariç),46,food,şarküteri ürünleri imalatı ticareti,hayvan veya bitkisel kaynaklı yenilebilir sıvı ve katı yağların toptan ticareti tereyağı hariç
H,"GIDA, TARIM",D.21,"Şarküteri ürünleri imalatı, ticareti",47.21.03,Zeytin perakende ticareti,47,food,şarküteri ürünleri imalatı ticareti,zeytin perakende ticareti
H,"GIDA, TARIM",D.21,"Şarküteri ürünleri imalatı, ticareti",47.27.01,Süt ve süt ürünleri perakende ticareti (dondurma perakende ticareti hariç),47,trade,şarküteri ürünleri imalatı ticareti,süt ve süt ürünleri perakende ticareti dondurma perakende ticareti hariç
H,"GIDA, TARIM",D.21,"Şarküteri ürünleri imalatı, ticareti",47.27.05,Katı ve sıvı yağların perakende ticareti (yemeklik yağ dahil),47,trade,şarküteri ürünleri imalatı ticareti,katı ve sıvı yağların perakende ticareti yemeklik yağ dahil
H,"GIDA, TARIM",D.21,"Şarküteri ürünleri imalatı, ticareti",47.27.07,Yumurta perakende ticareti,47,trade,şarküteri ürünleri imalatı ticareti,yumurta perakende ticareti
H,"GIDA, TARIM",D.22,"Şekercilik, çikolatacılık",10.81.03,Akçaağaç şurubu imalatı,10,food,şekercilik çikolatacılık,akçaağaç şurubu imalatı
H,"GIDA, TARIM",D.22,"Şekercilik, çikolatacılık",10.82.01,Çikolata ve kakao içeren şekerlemelerin imalatı (beyaz çikolata ve sürülerek yenebilen kakaolu ürünler hariç),10,food,şekercilik çikolatacılık,çikolata ve kakao içeren şekerlemelerin imalatı beyaz çikolata ve sürülerek yenebilen kakaolu ürünler hariç
H,"GIDA, TARIM",D.22,"Şekercilik, çikolatacılık",10.82.02,Şekerlemelerin ve şeker pastillerinin imalatı (bonbon şekeri vb.) (kakaolu şekerlemeler hariç),10,food,şekercilik çikolatacılık,şekerlemelerin ve şeker pastillerinin imalatı bonbon şekeri vb kakaolu şekerlemeler hariç
H,"GIDA, TARIM",D.22,"Şekercilik, çikolatacılık",10.82.03,Sürülerek yenebilen kakaolu ürünlerin imalatı,10,food,şekercilik çikolatacılık,sürülerek yenebilen kakaolu ürünlerin imalatı
H,"GIDA, TARIM",D.22,"Şekercilik, çikolatacılık",10.82.04,"Lokum, pişmaniye, helva, karamel, koz helva, fondan, beyaz çikolata vb. imalatı (tahin helvası dahil)",10,food,şekercilik çikolatacılık,lok pişmaniye helva karamel koz helva fondan beyaz çikolata vb imalatı tahin helvası dahil
H,"GIDA, TARIM",D.22,"Şekercilik, çikolatacılık",10.82.05,Ciklet imalatı (sakız),10,food,şekercilik çikolatacılık,ciklet imalatı sakız
H,"GIDA, TARIM",D.22,"Şekercilik, çikolatacılık",10.82.06,"Sert kabuklu yemiş, meyve, meyve kabuğu ve diğer bitki parçalarından şekerleme imalatı (meyan kökü hülasaları dahil)",10,food,şekercilik çikolatacılık,sert kabuklu yemiş meyve meyve kabuğu ve diğer bitki parçalarından şekerleme imalatı meyan kökü hülasaları dahil
H,"GIDA, TARIM",D.22,"Şekercilik, çikolatacılık",10.82.07,"Kakao tozu, kakao ezmesi/hamuru ve kakao yağı imalatı",10,food,şekercilik çikolatacılık,kakao tozu kakao ezmesi hamuru ve kakao yağı imalatı
H,"GIDA, TARIM",D.22,"Şekercilik, çikolatacılık",46.36.01,"Çikolata ve şekerleme toptan ticareti (helva, lokum, akide şekeri, bonbon şekeri vb. dahil)",46,food,şekercilik çikolatacılık,çikolata ve şekerleme toptan ticareti helva lok akide şekeri bonbon şekeri vb dahil
H,"GIDA, TARIM",D.22,"Şekercilik, çikolatacılık",47.24.02,Çikolata ve şekerleme perakende ticareti,47,food,şekercilik çikolatacılık,çikolata ve şekerleme perakende ticareti
H,"GIDA, TARIM",D.23,Tavukçuluk,01.47.01,"Kümes hayvanlarının yetiştirilmesi (tavuk, hindi, ördek, kaz ve beç tavuğu vb.)",01,agriculture,tavukçuluk,kümes hayvanlarının yetiştirilmesi tavuk hindi ördek kaz ve beç tavuğu vb
H,"GIDA, TARIM",D.23,Tavukçuluk,01.47.02,Kuluçkahanelerin faaliyetleri,01,agriculture,tavukçuluk,kuluçkahanelerin faaliyetleri
H,"GIDA, TARIM",D.23,Tavukçuluk,01.47.03,Kümes hayvanlarından yumurta üretilmesi,01,agriculture,tavukçuluk,kümes hayvanlarından yumurta üretilmesi
H,"GIDA, TARIM",D.23,Tavukçuluk,01.48.99,Başka yerde sınıflandırılmamış diğer hayvan yetiştiriciliği,01,agriculture,tavukçuluk,başka yerde sınıflandırılmamış diğer hayvan yetiştiriciliği
H,"GIDA, TARIM",D.23,Tavukçuluk,10.12.04,Kuş tüyü ve ince kuş tüyü imalatı (derileri dahil),10,food,tavukçuluk,kuş tüyü ve ince kuş tüyü imalatı derileri dahil
H,"GIDA, TARIM",D.23,Tavukçuluk,46.11.02,Canlı hayvanların bir ücret veya sözleşmeye dayalı olarak toptan satışını yapan aracılar,46,trade,tavukçuluk,canlı hayvanların bir ücret veya sözleşmeye dayalı olarak toptan satışını yapan aracılar
H,"GIDA, TARIM",D.23,Tavukçuluk,46.23.02,Canlı kümes hayvanları toptan ticareti,46,trade,tavukçuluk,canlı kümes hayvanları toptan ticareti
H,"GIDA, TARIM",D.23,Tavukçuluk,47.76.05,Canlı kümes hayvanlarının perakende ticareti,47,trade,tavukçuluk,canlı kümes hayvanlarının perakende ticareti
H,"GIDA, TARIM",D.24,"Yaş sebze, meyve ticareti",10.39.99,Başka yerde sınıflandırılmamış meyve ve sebzelerin başka yöntemlerle işlenmesi ve saklanması (kesilmiş ve paketlenmiş olanlar dahil),10,food,yaş sebze meyve ticareti,başka yerde sınıflandırılmamış meyve ve sebzelerin başka yöntemlerle işlenmesi ve saklanması kesilmiş ve paketlenmiş olanlar dahil
H,"GIDA, TARIM",D.24,"Yaş sebze, meyve ticareti",46.17.02,Yaş sebze ve meyvelerin toptan satışı ile ilgili aracıların faaliyetleri (kabzımallık ve aracı üretici birlikleri dahil),46,trade,yaş sebze meyve ticareti,yaş sebze ve meyvelerin toptan satışı ile ilgili aracıların faaliyetleri kabzımallık ve aracı üretici birlikleri dahil
H,"GIDA, TARIM",D.24,"Yaş sebze, meyve ticareti",46.31.02,Taze incir ve üzüm toptan ticareti,46,food,yaş sebze meyve ticareti,taze incir ve üzüm toptan ticareti
H,"GIDA, TARIM",D.24,"Yaş sebze, meyve ticareti",46.31.03,Narenciye toptan ticareti,46,food,yaş sebze meyve ticareti,narenciye toptan ticareti
H,"GIDA, TARIM",D.24,"Yaş sebze, meyve ticareti",46.31.04,Diğer taze meyve sebze toptan ticareti (patates dahil),46,food,yaş sebze meyve ticareti,diğer taze meyve sebze toptan ticareti patates dahil
H,"GIDA, TARIM",D.24,"Yaş sebze, meyve ticareti",46.31.06,Kültür mantarı toptan ticareti,46,food,yaş sebze meyve ticareti,kültür mantarı toptan ticareti
H,"GIDA, TARIM",D.24,"Yaş sebze, meyve ticareti",46.31.90,"Diğer işlenmiş veya korunmuş sebze ve meyve toptan ticareti (reçel, pekmez, pestil, salamura veya turşusu yapılmış olanlar dahil) (fındık, incir, üzüm, narenciye, zeytin, kültür mantarı ve kuru yemiş hariç)",46,food,yaş sebze meyve ticareti,diğer işlenmiş veya korunmuş sebze ve meyve toptan ticareti reçel pekmez pestil salamura veya turşusu yapılmış olanlar dahil fındık incir üzüm narenciye zeytin kültür mantarı ve kuru yemiş hariç
H,"GIDA, TARIM",D.25,"Yufkacılık, kadayıfçılık",10.72.03,"Tatlandırılmamış dayanıklı hamur tatlıları imalatı (pişirilmiş olsun olmasın tatlandırılmamış kadayıf, baklava vb.) (yufka imalatı dahil)",10,food,yufkacılık kadayıfçılık,tatlandırılmamış dayanıklı hamur tatlıları imalatı pişirilmiş olsun olmasın tatlandırılmamış kadayıf baklava vb yufka imalatı dahil
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.01,Ayakkabıcılık,15.20.06,Ayakkabı ve terliklerin kauçuk parçalarının imalatı,15,textile,ayakkabıcılık,ayakkabı ve terliklerin kauçuk parçalarının imalatı
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.01,Ayakkabıcılık,15.20.07,Ayakkabı ve terliklerin plastik parçalarının imalatı,15,textile,ayakkabıcılık,ayakkabı ve terliklerin plastik parçalarının imalatı
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.01,Ayakkabıcılık,15.20.15,"Deriden ayakkabı, mes, bot, çizme, postal, terlik, vb. imalatı (ortopedik ayakkabı ve kayak ayakkabısı hariç)",15,textile,ayakkabıcılık,deriden ayakkabı mes bot çizme postal terlik vb imalatı ortopedik ayakkabı ve kayak ayakkabısı hariç
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.01,Ayakkabıcılık,15.20.17,"Plastik veya kauçuktan ayakkabı, bot, çizme, postal, terlik, vb. imalatı (ortopedik ayakkabı ve kayak ayakkabısı hariç)",15,textile,ayakkabıcılık,plastik veya kauçuktan ayakkabı bot çizme postal terlik vb imalatı ortopedik ayakkabı ve kayak ayakkabısı hariç
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.01,Ayakkabıcılık,15.20.18,"Tekstilden ve diğer malzemelerden ayakkabı, mes, bot, çizme, postal, terlik, vb. imalatı (tamamıyla tekstilden olanlar ile ortopedik ayakkabı ve kayak ayakkabısı hariç)",15,textile,ayakkabıcılık,tekstilden ve diğer malzemelerden ayakkabı mes bot çizme postal terlik vb imalatı tamamıyla tekstilden olanlar ile ortopedik ayakkabı ve kayak ayakkabısı hariç
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.01,Ayakkabıcılık,15.20.19,Ayakkabı ve terliklerin deri parçalarının imalatı ile sayacılık faaliyetleri,15,textile,ayakkabıcılık,ayakkabı ve terliklerin deri parçalarının imalatı ile sayacılık faaliyetleri
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.01,Ayakkabıcılık,46.42.02,Ayakkabı toptan ticareti (spor ayakkabıları hariç),46,textile,ayakkabıcılık,ayakkabı toptan ticareti spor ayakkabıları hariç
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.01,Ayakkabıcılık,46.42.08,Ayakkabı malzemeleri toptan ticareti,46,textile,ayakkabıcılık,ayakkabı malzemeleri toptan ticareti
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.01,Ayakkabıcılık,47.63.07,Spor ayakkabısı perakende ticareti (kayak botları dahil),47,trade,ayakkabıcılık,spor ayakkabısı perakende ticareti kayak botları dahil
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.01,Ayakkabıcılık,47.72.01,"Ayakkabı, terlik vb. perakende ticareti (kavafiye dahil; spor ayakkabıları ile tamamı tekstilden olanlar hariç)",47,textile,ayakkabıcılık,ayakkabı terlik vb perakende ticareti kavafiye dahil spor ayakkabıları ile tamamı tekstilden olanlar hariç
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.01,Ayakkabıcılık,47.72.06,"Ayakkabı parçaları perakende ticareti (deri, ayakkabı sayası, topuk, topuk yastığı, ayakkabı bağları vb.)",47,textile,ayakkabıcılık,ayakkabı parçaları perakende ticareti deri ayakkabı sayası topuk topuk yastığı ayakkabı bağları vb
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.01,Ayakkabıcılık,95.23.01,Ayakkabı ve deri eşyaların onarım ve bakımı (deri giyim eşyası hariç),95,services,ayakkabıcılık,ayakkabı ve deri eşyaların onar ve bakımı deri giy eşyası hariç
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.01,Ayakkabıcılık,96.99.11,Ayakkabı boyama hizmetleri,96,services,ayakkabıcılık,ayakkabı boyama hizmetleri
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.02,"Çamaşırhane, kuru temizleme, ütücülük hizmetleri",96.10.01,Giyim eşyası ve diğer tekstil ürünlerini ütüleme hizmetleri,96,services,çamaşırhane kuru temizleme ütücülük hizmetleri,giy eşyası ve diğer tekstil ürünlerini ütüleme hizmetleri
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.02,"Çamaşırhane, kuru temizleme, ütücülük hizmetleri",96.10.02,Çamaşırhane hizmetleri,96,services,çamaşırhane kuru temizleme ütücülük hizmetleri,çamaşırhane hizmetleri
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.02,"Çamaşırhane, kuru temizleme, ütücülük hizmetleri",96.10.03,Kuru temizleme hizmetleri,96,services,çamaşırhane kuru temizleme ütücülük hizmetleri,kuru temizleme hizmetleri
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.03,"Deri aksesuar imalatı, ticareti",15.12.07,"Deri, kösele, karma deri ve diğer malzemelerden bavul ve çanta, deriden sigaralık, deri ayakkabı bağı, kişisel bakım, dikiş vb. amaçlı seyahat seti vb. ürünlerin imalatı",15,textile,deri aksesuar imalatı ticareti,deri kösele karma deri ve diğer malzemelerden bavul ve çanta deriden sigaralık deri ayakkabı bağı kişisel bak dikiş vb amaçlı seyahat seti vb ürünlerin imalatı
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.03,"Deri aksesuar imalatı, ticareti",15.12.08,"Deriden veya diğer malzemelerden saraçlık ve koşum takımı imalatı (kamçı, semer, eyer, tasma kayışı, heybe vb.)",15,textile,deri aksesuar imalatı ticareti,deriden veya diğer malzemelerden saraçlık ve koş takımı imalatı kamçı semer eyer tasma kayışı heybe vb
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.03,"Deri aksesuar imalatı, ticareti",15.12.09,Deri saat kayışı imalatı,15,textile,deri aksesuar imalatı ticareti,deri saat kayışı imalatı
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.03,"Deri aksesuar imalatı, ticareti",46.16.02,Deri eşyalar ve seyahat aksesuarlarının bir ücret veya sözleşmeye dayalı olarak toptan satışını yapan aracılar,46,trade,deri aksesuar imalatı ticareti,deri eşyalar ve seyahat aksesuarlarının bir ücret veya sözleşmeye dayalı olarak toptan satışını yapan aracılar
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.03,"Deri aksesuar imalatı, ticareti",46.49.01,Deri eşyalar ve seyahat aksesuarları toptan ticareti,46,trade,deri aksesuar imalatı ticareti,deri eşyalar ve seyahat aksesuarları toptan ticareti
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.03,"Deri aksesuar imalatı, ticareti",47.72.02,"Bavul, el çantası ve diğer seyahat aksesuarlarının perakende ticareti (deriden, deri bileşimlerinden, plastik levhadan, tekstil malzemesinden, vulkanize (ebonit) elyaf veya mukavvadan)",47,textile,deri aksesuar imalatı ticareti,bavul el çantası ve diğer seyahat aksesuarlarının perakende ticareti deriden deri bileşimlerinden plastik levhadan tekstil malzemesinden vulkanize ebonit elyaf veya mukavvadan
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.03,"Deri aksesuar imalatı, ticareti",47.72.05,"Saraciye ürünleri ve koşum takımı perakende ticareti (eyer, semer, vb.)",47,textile,deri aksesuar imalatı ticareti,saraciye ürünleri ve koş takımı perakende ticareti eyer semer vb
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.03,"Deri aksesuar imalatı, ticareti",47.72.90,Deriden veya deri bileşimlerinden diğer ürünlerin perakende ticareti (deri veya deri bileşimli giyim eşyası hariç),47,textile,deri aksesuar imalatı ticareti,deriden veya deri bileşimlerinden diğer ürünlerin perakende ticareti deri veya deri bileşimli giy eşyası hariç
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.04,"Deri giyim eşyası imalatı, onarımı",14.24.01,Deri giyim eşyası imalatı (deri ayakkabı hariç),14,textile,deri giy eşyası imalatı onarımı,deri giy eşyası imalatı deri ayakkabı hariç
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.04,"Deri giyim eşyası imalatı, onarımı",14.24.02,"Kürklü deriden giyim eşyası, giysi aksesuarları ve diğer eşyaların imalatı (kürkten şapka ve başlık hariç)",14,textile,deri giy eşyası imalatı onarımı,kürklü deriden giy eşyası giysi aksesuarları ve diğer eşyaların imalatı kürkten şapka ve başlık hariç
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.04,"Deri giyim eşyası imalatı, onarımı",95.29.07,Deri ve deri bileşimli giyim eşyaları ile kürk giyim eşyalarının onarımı,95,services,deri giy eşyası imalatı onarımı,deri ve deri bileşimli giy eşyaları ile kürk giy eşyalarının onarımı
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.05,Deri giyim eşyası ticareti,46.16.01,"Deri giyim eşyası, kürk ve ayakkabının bir ücret veya sözleşmeye dayalı olarak toptan satışını yapan aracılar",46,trade,deri giy eşyası ticareti,deri giy eşyası kürk ve ayakkabının bir ücret veya sözleşmeye dayalı olarak toptan satışını yapan aracılar
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.05,Deri giyim eşyası ticareti,46.42.04,Kürk ve deriden giyim eşyalarının toptan ticareti,46,textile,deri giy eşyası ticareti,kürk ve deriden giy eşyalarının toptan ticareti
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.05,Deri giyim eşyası ticareti,47.71.03,Kürklü deriden giyim eşyalarının perakende ticareti (işlenmiş kürklü deriler dahil),47,textile,deri giy eşyası ticareti,kürklü deriden giy eşyalarının perakende ticareti işlenmiş kürklü deriler dahil
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.05,Deri giyim eşyası ticareti,47.71.07,Deri veya deri bileşimli giyim eşyası perakende ticareti,47,textile,deri giy eşyası ticareti,deri veya deri bileşimli giy eşyası perakende ticareti
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.06,Dericilik,15.11.10,"Deri ve kürklü deri imalatı (kürkün ve derinin tabaklanması, sepilenmesi, boyanması, cilalanması ve işlenmesi)(işlenmiş derinin başka işlemlere tabi tutulmaksızın yalnızca tamburda ütülenmesi ve kurutulması hariç)",15,textile,dericilik,deri ve kürklü deri imalatı kürkün ve derinin tabaklanması sepilenmesi boyanması cilalanması ve işlenmesi işlenmiş derinin başka işlemlere tabi tutulmaksızın yalnızca tamburda ütülenmesi ve kurutulması hariç
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.06,Dericilik,15.11.11,"Kürklü derinin ve postların kazınarak temizlenmesi, kırkılması, tüylerinin yolunması ve ağartılması (postlu derilerin terbiyesi dahil)",15,textile,dericilik,kürklü derinin ve postların kazınarak temizlenmesi kırkılması tüylerinin yolunması ve ağartılması postlu derilerin terbiyesi dahil
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.06,Dericilik,15.11.13,"Deri ve kösele esaslı terkip ile elde edilen levha, yaprak, şerit deri ve kösele imalatı",15,textile,dericilik,deri ve kösele esaslı terkip ile elde edilen levha yaprak şerit deri ve kösele imalatı
A,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.06,Dericilik,15.11.14,İşlenmiş derinin başka işlemlere tabi tutulmaksızın yalnızca tamburda ütülenmesi ve kurutulması,15,textile,dericilik,işlenmiş derinin başka işlemlere tabi tutulmaksızın yalnızca tamburda ütülenmesi ve kurutulması
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.06,Dericilik,15.12.99,Deriden veya deri bileşimlerinden başka yerde sınıflandırılmamış diğer ürünlerin imalatı (makinelerde veya mekanik cihazlarda kullanılan veya diğer teknik kullanımlar için ürünler dahil),15,textile,dericilik,deriden veya deri bileşimlerinden başka yerde sınıflandırılmamış diğer ürünlerin imalatı makinelerde veya mekanik cihazlarda kullanılan veya diğer teknik kullanımlar için ürünler dahil
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.06,Dericilik,46.24.02,"Tabaklanmış deri, güderi ve kösele toptan ticareti",46,trade,dericilik,tabaklanmış deri güderi ve kösele toptan ticareti
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.10.03,"Doğal pamuk elyafının imalatı (kardelenmesi, taraklanması vb.)",13,textile,dokumacılık,doğal pamuk elyafının imalatı kardelenmesi taraklanması vb
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.10.05,"Doğal yün ve tiftik elyafının imalatı (kardelenmesi, taraklanması, yün yağının giderilmesi, karbonize edilmesi ve yapağının boyanması vb.)",13,textile,dokumacılık,doğal yün ve tiftik elyafının imalatı kardelenmesi taraklanması yün yağının giderilmesi karbonize edilmesi ve yapağının boyanması vb
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.10.06,"Doğal jüt, keten ve diğer bitkisel tekstil elyaflarının imalatı (kardelenmesi, taraklanması vb.) (pamuk hariç)",13,textile,dokumacılık,doğal jüt keten ve diğer bitkisel tekstil elyaflarının imalatı kardelenmesi taraklanması vb pamuk hariç
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.10.09,Sentetik veya suni devamsız elyafın kardelenmesi ve taraklanması,13,textile,dokumacılık,sentetik veya suni devamsız elyafın kardelenmesi ve taraklanması
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.10.10,Doğal ipeğin bükülmesi ve iplik haline getirilmesi,13,textile,dokumacılık,doğal ipeğin bükülmesi ve iplik haline getirilmesi
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.10.12,Pamuk elyafının bükülmesi ve iplik haline getirilmesi,13,textile,dokumacılık,pamuk elyafının bükülmesi ve iplik haline getirilmesi
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.10.13,Yün ve tiftik elyafının bükülmesi ve iplik haline getirilmesi,13,textile,dokumacılık,yün ve tiftik elyafının bükülmesi ve iplik haline getirilmesi
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.10.14,"Jüt, keten ve diğer bitkisel tekstil elyaflarının bükülmesi ve iplik haline getirilmesi (pamuk hariç)",13,textile,dokumacılık,jüt keten ve diğer bitkisel tekstil elyaflarının bükülmesi ve iplik haline getirilmesi pamuk hariç
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.10.15,Suni ve sentetik elyafların bükülmesi ve iplik haline getirilmesi (filament ipliği ve suni ipek elyafı imalatı hariç),13,textile,dokumacılık,suni ve sentetik elyafların bükülmesi ve iplik haline getirilmesi filament ipliği ve suni ipek elyafı imalatı hariç
K,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.20.14,Kot kumaşı imalatı,13,textile,dokumacılık,kot kumaşı imalatı
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.20.16,Pamuklu dokuma kumaş imalatı,13,textile,dokumacılık,pamuklu dokuma kumaş imalatı
F,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.20.17,Doğal kıl ve yünden dokuma kumaş imalatı,13,textile,dokumacılık,doğal kıl ve yünden dokuma kumaş imalatı
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.20.19,Doğal ipekten kumaş (doğal ipekten dokuma tül kumaş dahil) imalatı,13,textile,dokumacılık,doğal ipekten kumaş doğal ipekten dokuma tül kumaş dahil imalatı
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.20.20,"Keten, rami, kenevir, jüt elyafları ile diğer bitkisel tekstil elyaflarından dokuma kumaş (bitkisel elyaftan dokuma tül kumaş dahil) imalatı (pamuk hariç)",13,textile,dokumacılık,keten rami kenevir jüt elyafları ile diğer bitkisel tekstil elyaflarından dokuma kumaş bitkisel elyaftan dokuma tül kumaş dahil imalatı pamuk hariç
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.20.21,"Havlı, şönil, havlu, pelüş, tırtıl ve benzeri ilmeği kesilmemiş dokuma kumaşlar ile tafting kumaş imalatı",13,textile,dokumacılık,havlı şönil havlu pelüş tırtıl ve benzeri ilmeği kesilmemiş dokuma kumaşlar ile tafting kumaş imalatı
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.20.22,Suni ve sentetik filamentlerden ve devamsız elyaflardan dokuma kumaş imalatı,13,textile,dokumacılık,suni ve sentetik filamentlerden ve devamsız elyaflardan dokuma kumaş imalatı
H,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.20.23,Dokuma yoluyla imitasyon kürk kumaş imalatı,13,textile,dokumacılık,dokuma yoluyla imitasyon kürk kumaş imalatı
F,"GİYİM, DERİ ÜRÜN, EV TEKSTİLİ, DOKUMA",E.07,Dokumacılık,13.91.01,"Örgü ve tığ işi kumaşların imalatı (penye ve havlı kumaşlar ile raschel veya benzeri makineler ile örülen tül kumaş, perdelik kumaş vb. örgü veya tığ ile örülmüş kumaşlar dahil)",13,textile,dokumacılık,örgü ve tığ işi kumaşların imalatı penye ve havlı kumaşlar ile raschel veya benzeri makineler ile örülen tül kumaş perdelik kumaş vb örgü veya tığ ile örülmüş kumaşlar dahil
